zone_id,x_centro,y_centro,x_min,x_max,y_min,y_max,band,floor_min,floor_max,creatura,num_spawn,total_amount
Z002,33225,32774,33150,33300,32700,32850,under,8,15,cobra,3,9
Z002,33225,32774,33150,33300,32700,32850,under,8,15,dragon,3,4
Z002,33225,32774,33150,33300,32700,32850,under,8,15,fire-devil,3,6
Z002,33225,32774,33150,33300,32700,32850,under,8,15,gargoyle,3,7
Z002,33225,32774,33150,33300,32700,32850,under,8,15,stalker,3,4
Z002,33225,32774,33150,33300,32700,32850,under,8,15,hyaena,2,5
Z002,33225,32774,33150,33300,32700,32850,under,8,15,necromancer,2,4
Z002,33225,32774,33150,33300,32700,32850,under,8,15,snake,2,5
Z002,33225,32774,33150,33300,32700,32850,under,8,15,beholder,1,1
Z002,33225,32774,33150,33300,32700,32850,under,8,15,deathslicer,1,1
Z002,33225,32774,33150,33300,32700,32850,under,8,15,lich,1,1
Z003,33088,32628,33000,33150,32550,32700,under,8,15,larva,87,214
Z003,33088,32628,33000,33150,32550,32700,under,8,15,scarab,56,110
Z003,33088,32628,33000,33150,32550,32700,under,8,15,skeleton,26,76
Z003,33088,32628,33000,33150,32550,32700,under,8,15,mummy,21,61
Z003,33088,32628,33000,33150,32550,32700,under,8,15,gargoyle,20,58
Z003,33088,32628,33000,33150,32550,32700,under,8,15,stalker,18,49
Z003,33088,32628,33000,33150,32550,32700,under,8,15,vampire,18,46
Z003,33088,32628,33000,33150,32550,32700,under,8,15,beholder,17,27
Z003,33088,32628,33000,33150,32550,32700,under,8,15,ghost,17,52
Z003,33088,32628,33000,33150,32550,32700,under,8,15,magicthrower,16,16
Z003,33088,32628,33000,33150,32550,32700,under,8,15,green-djinn,13,28
Z003,33088,32628,33000,33150,32550,32700,under,8,15,demon-skeleton,12,27
Z003,33088,32628,33000,33150,32550,32700,under,8,15,ghoul,10,23
Z003,33088,32628,33000,33150,32550,32700,under,8,15,ancient-scarab,9,20
Z003,33088,32628,33000,33150,32550,32700,under,8,15,lich,7,7
Z003,33088,32628,33000,33150,32550,32700,under,8,15,necromancer,7,12
Z003,33088,32628,33000,33150,32550,32700,under,8,15,poison-spider,6,18
Z003,33088,32628,33000,33150,32550,32700,under,8,15,priestess,5,7
Z003,33088,32628,33000,33150,32550,32700,under,8,15,scorpion,5,16
Z003,33088,32628,33000,33150,32550,32700,under,8,15,snake,5,13
Z003,33088,32628,33000,33150,32550,32700,under,8,15,bonebeast,4,5
Z003,33088,32628,33000,33150,32550,32700,under,8,15,crypt-shambler,4,10
Z003,33088,32628,33000,33150,32550,32700,under,8,15,hyaena,4,12
Z003,33088,32628,33000,33150,32550,32700,under,8,15,slime,4,6
Z003,33088,32628,33000,33150,32550,32700,under,8,15,cobra,3,4
Z003,33088,32628,33000,33150,32550,32700,under,8,15,efreet,3,6
Z003,33088,32628,33000,33150,32550,32700,under,8,15,banshee,2,5
Z003,33088,32628,33000,33150,32550,32700,under,8,15,shredderthrower,2,2
Z003,33088,32628,33000,33150,32550,32700,under,8,15,stone-golem,2,6
Z003,33088,32628,33000,33150,32550,32700,under,8,15,behemoth,1,1
Z003,33088,32628,33000,33150,32550,32700,under,8,15,dipthrah,1,1
Z003,33088,32628,33000,33150,32550,32700,under,8,15,vashresamun,1,1
Z003,33088,32628,33000,33150,32550,32700,under,8,15,warlock,1,1
Z004,33084,32767,33000,33150,32700,32850,under,8,15,larva,120,294
Z004,33084,32767,33000,33150,32700,32850,under,8,15,scarab,82,137
Z004,33084,32767,33000,33150,32700,32850,under,8,15,ghost,18,46
Z004,33084,32767,33000,33150,32700,32850,under,8,15,beholder,15,34
Z004,33084,32767,33000,33150,32700,32850,under,8,15,mummy,15,45
Z004,33084,32767,33000,33150,32700,32850,under,8,15,vampire,15,44
Z004,33084,32767,33000,33150,32700,32850,under,8,15,ancient-scarab,12,24
Z004,33084,32767,33000,33150,32700,32850,under,8,15,stalker,11,39
Z004,33084,32767,33000,33150,32700,32850,under,8,15,skeleton,9,23
Z004,33084,32767,33000,33150,32700,32850,under,8,15,green-djinn,8,16
Z004,33084,32767,33000,33150,32700,32850,under,8,15,scorpion,8,20
Z004,33084,32767,33000,33150,32700,32850,under,8,15,demon-skeleton,7,14
Z004,33084,32767,33000,33150,32700,32850,under,8,15,ghoul,7,13
Z004,33084,32767,33000,33150,32700,32850,under,8,15,lich,6,8
Z004,33084,32767,33000,33150,32700,32850,under,8,15,necromancer,6,10
Z004,33084,32767,33000,33150,32700,32850,under,8,15,crypt-shambler,4,7
Z004,33084,32767,33000,33150,32700,32850,under,8,15,illusion,3,9
Z004,33084,32767,33000,33150,32700,32850,under,8,15,slime,3,5
Z004,33084,32767,33000,33150,32700,32850,under,8,15,lion,2,3
Z004,33084,32767,33000,33150,32700,32850,under,8,15,poison-spider,2,4
Z004,33084,32767,33000,33150,32700,32850,under,8,15,warlock,2,2
Z004,33084,32767,33000,33150,32700,32850,under,8,15,cobra,1,4
Z004,33084,32767,33000,33150,32700,32850,under,8,15,gargoyle,1,2
Z004,33084,32767,33000,33150,32700,32850,under,8,15,magicthrower,1,1
Z004,33084,32767,33000,33150,32700,32850,under,8,15,rahemos,1,1
Z004,33084,32767,33000,33150,32700,32850,under,8,15,snake,1,2
Z005,32025,32190,31950,32100,32100,32250,under,8,13,rat,103,181
Z005,32025,32190,31950,32100,32100,32250,under,8,13,bug,35,58
Z005,32025,32190,31950,32100,32100,32250,under,8,13,troll,28,61
Z005,32025,32190,31950,32100,32100,32250,under,8,13,spider,23,53
Z005,32025,32190,31950,32100,32100,32250,under,8,13,goblin,17,20
Z005,32025,32190,31950,32100,32100,32250,under,8,13,cave-rat,16,22
Z005,32025,32190,31950,32100,32100,32250,under,8,13,skeleton,16,21
Z005,32025,32190,31950,32100,32100,32250,under,8,13,orc,11,17
Z005,32025,32190,31950,32100,32100,32250,under,8,13,poison-spider,10,26
Z005,32025,32190,31950,32100,32100,32250,under,8,13,rabbit,7,7
Z005,32025,32190,31950,32100,32100,32250,under,8,13,wolf,5,10
Z005,32025,32190,31950,32100,32100,32250,under,8,13,orc-spearman,4,4
Z005,32025,32190,31950,32100,32100,32250,under,8,13,snake,3,7
Z005,32025,32190,31950,32100,32100,32250,under,8,13,minotaur,2,2
Z005,32025,32190,31950,32100,32100,32250,under,8,13,rotworm,1,1
Z005,32025,32190,31950,32100,32100,32250,under,8,13,wasp,1,1
Z006,32484,31909,32400,32550,31800,31950,under,8,15,dwarf-guard,118,140
Z006,32484,31909,32400,32550,31800,31950,under,8,15,dwarf,35,109
Z006,32484,31909,32400,32550,31800,31950,under,8,15,rotworm,30,80
Z006,32484,31909,32400,32550,31800,31950,under,8,15,dwarf-soldier,26,84
Z006,32484,31909,32400,32550,31800,31950,under,8,15,slime,12,20
Z006,32484,31909,32400,32550,31800,31950,under,8,15,minotaur,9,21
Z006,32484,31909,32400,32550,31800,31950,under,8,15,poison-spider,7,17
Z006,32484,31909,32400,32550,31800,31950,under,8,15,minotaur-archer,4,6
Z006,32484,31909,32400,32550,31800,31950,under,8,15,giant-spider,2,3
Z006,32484,31909,32400,32550,31800,31950,under,8,15,troll,2,6
Z006,32484,31909,32400,32550,31800,31950,under,8,15,dwarf-geomancer,1,2
Z007,33355,32763,33300,33450,32700,32850,under,8,15,crypt-shambler,34,71
Z007,33355,32763,33300,33450,32700,32850,under,8,15,scarab,33,85
Z007,33355,32763,33300,33450,32700,32850,under,8,15,slime,29,71
Z007,33355,32763,33300,33450,32700,32850,under,8,15,mummy,26,60
Z007,33355,32763,33300,33450,32700,32850,under,8,15,ghoul,23,48
Z007,33355,32763,33300,33450,32700,32850,under,8,15,bonebeast,10,13
Z007,33355,32763,33300,33450,32700,32850,under,8,15,larva,10,27
Z007,33355,32763,33300,33450,32700,32850,under,8,15,vampire,10,17
Z007,33355,32763,33300,33450,32700,32850,under,8,15,cobra,9,19
Z007,33355,32763,33300,33450,32700,32850,under,8,15,scorpion,9,25
Z007,33355,32763,33300,33450,32700,32850,under,8,15,plaguethrower,8,8
Z007,33355,32763,33300,33450,32700,32850,under,8,15,skeleton,7,18
Z007,33355,32763,33300,33450,32700,32850,under,8,15,necromancer,5,10
Z007,33355,32763,33300,33450,32700,32850,under,8,15,ancient-scarab,4,7
Z007,33355,32763,33300,33450,32700,32850,under,8,15,demon-skeleton,4,5
Z007,33355,32763,33300,33450,32700,32850,under,8,15,ghost,3,6
Z007,33355,32763,33300,33450,32700,32850,under,8,15,giant-spider,3,3
Z007,33355,32763,33300,33450,32700,32850,under,8,15,fire-elemental,2,6
Z007,33355,32763,33300,33450,32700,32850,under,8,15,poison-spider,2,4
Z007,33355,32763,33300,33450,32700,32850,under,8,15,beholder,1,1
Z007,33355,32763,33300,33450,32700,32850,under,8,15,stalker,1,2
Z007,33355,32763,33300,33450,32700,32850,under,8,15,thalas,1,1
Z008,33093,32908,33000,33150,32850,33000,under,8,14,stalker,38,140
Z008,33093,32908,33000,33150,32850,33000,under,8,14,ghost,28,83
Z008,33093,32908,33000,33150,32850,33000,under,8,14,vampire,21,65
Z008,33093,32908,33000,33150,32850,33000,under,8,14,mummy,17,45
Z008,33093,32908,33000,33150,32850,33000,under,8,14,demon-skeleton,14,25
Z008,33093,32908,33000,33150,32850,33000,under,8,14,bonebeast,9,12
Z008,33093,32908,33000,33150,32850,33000,under,8,14,scorpion,9,21
Z008,33093,32908,33000,33150,32850,33000,under,8,14,skeleton,9,21
Z008,33093,32908,33000,33150,32850,33000,under,8,14,larva,8,18
Z008,33093,32908,33000,33150,32850,33000,under,8,14,scarab,8,12
Z008,33093,32908,33000,33150,32850,33000,under,8,14,ghoul,7,13
Z008,33093,32908,33000,33150,32850,33000,under,8,14,cave-rat,6,24
Z008,33093,32908,33000,33150,32850,33000,under,8,14,necromancer,6,11
Z008,33093,32908,33000,33150,32850,33000,under,8,14,crypt-shambler,4,7
Z008,33093,32908,33000,33150,32850,33000,under,8,14,lion,4,6
Z008,33093,32908,33000,33150,32850,33000,under,8,14,snake,4,9
Z008,33093,32908,33000,33150,32850,33000,under,8,14,beholder,3,4
Z008,33093,32908,33000,33150,32850,33000,under,8,14,gargoyle,3,6
Z008,33093,32908,33000,33150,32850,33000,under,8,14,slime,3,7
Z008,33093,32908,33000,33150,32850,33000,under,8,14,cobra,2,3
Z008,33093,32908,33000,33150,32850,33000,under,8,14,flamethrower,2,2
Z008,33093,32908,33000,33150,32850,33000,under,8,14,green-djinn,2,2
Z008,33093,32908,33000,33150,32850,33000,under,8,14,magicthrower,2,2
Z008,33093,32908,33000,33150,32850,33000,under,8,14,plaguethrower,2,2
Z008,33093,32908,33000,33150,32850,33000,under,8,14,poison-spider,2,5
Z008,33093,32908,33000,33150,32850,33000,under,8,14,shredderthrower,2,2
Z008,33093,32908,33000,33150,32850,33000,under,8,14,stone-golem,1,1
Z009,32198,31890,32100,32250,31800,31950,under,8,15,ghoul,44,90
Z009,32198,31890,32100,32250,31800,31950,under,8,15,demon-skeleton,38,85
Z009,32198,31890,32100,32250,31800,31950,under,8,15,skeleton,25,56
Z009,32198,31890,32100,32250,31800,31950,under,8,15,ghost,19,33
Z009,32198,31890,32100,32250,31800,31950,under,8,15,scorpion,19,50
Z009,32198,31890,32100,32250,31800,31950,under,8,15,stalker,15,29
Z009,32198,31890,32100,32250,31800,31950,under,8,15,cave-rat,8,20
Z009,32198,31890,32100,32250,31800,31950,under,8,15,monk,8,13
Z009,32198,31890,32100,32250,31800,31950,under,8,15,banshee,6,14
Z009,32198,31890,32100,32250,31800,31950,under,8,15,giant-spider,4,4
Z009,32198,31890,32100,32250,31800,31950,under,8,15,poison-spider,4,12
Z009,32198,31890,32100,32250,31800,31950,under,8,15,mummy,3,5
Z009,32198,31890,32100,32250,31800,31950,under,8,15,slime,3,5
Z009,32198,31890,32100,32250,31800,31950,under,8,15,beholder,2,3
Z009,32198,31890,32100,32250,31800,31950,under,8,15,dragon-lord,2,2
Z009,32198,31890,32100,32250,31800,31950,under,8,15,demon,1,1
Z009,32198,31890,32100,32250,31800,31950,under,8,15,fire-devil,1,1
Z009,32198,31890,32100,32250,31800,31950,under,8,15,rotworm,1,1
Z009,32198,31890,32100,32250,31800,31950,under,8,15,vampire,1,1
Z009,32198,31890,32100,32250,31800,31950,under,8,15,witch,1,1
Z010,32485,31992,32400,32550,31950,32100,under,8,15,dwarf-guard,71,112
Z010,32485,31992,32400,32550,31950,32100,under,8,15,dwarf-soldier,32,119
Z010,32485,31992,32400,32550,31950,32100,under,8,15,rotworm,18,52
Z010,32485,31992,32400,32550,31950,32100,under,8,15,dwarf,14,35
Z010,32485,31992,32400,32550,31950,32100,under,8,15,hellforged-devil,14,24
Z010,32485,31992,32400,32550,31950,32100,under,8,15,dwarf-geomancer,6,12
Z010,32485,31992,32400,32550,31950,32100,under,8,15,minotaur-archer,6,7
Z010,32485,31992,32400,32550,31950,32100,under,8,15,poison-spider,6,13
Z010,32485,31992,32400,32550,31950,32100,under,8,15,cave-rat,5,16
Z010,32485,31992,32400,32550,31950,32100,under,8,15,cyclops,5,14
Z010,32485,31992,32400,32550,31950,32100,under,8,15,minotaur,5,17
Z010,32485,31992,32400,32550,31950,32100,under,8,15,ghoul,4,18
Z010,32485,31992,32400,32550,31950,32100,under,8,15,skeleton,3,14
Z010,32485,31992,32400,32550,31950,32100,under,8,15,giant-spider,2,2
Z010,32485,31992,32400,32550,31950,32100,under,8,15,minotaur-guard,2,5
Z010,32485,31992,32400,32550,31950,32100,under,8,15,demon-skeleton,1,2
Z010,32485,31992,32400,32550,31950,32100,under,8,15,orc,1,4
Z010,32485,31992,32400,32550,31950,32100,under,8,15,orc-spearman,1,4
Z010,32485,31992,32400,32550,31950,32100,under,8,15,orc-warrior,1,2
Z010,32485,31992,32400,32550,31950,32100,under,8,15,rat,1,8
Z010,32485,31992,32400,32550,31950,32100,under,8,15,slime,1,1
Z010,32485,31992,32400,32550,31950,32100,under,8,15,spider,1,3
Z011,33206,32897,33150,33300,32850,33000,under,8,15,magicthrower,26,26
Z011,33206,32897,33150,33300,32850,33000,under,8,15,demon-skeleton,19,40
Z011,33206,32897,33150,33300,32850,33000,under,8,15,mummy,17,41
Z011,33206,32897,33150,33300,32850,33000,under,8,15,crypt-shambler,15,42
Z011,33206,32897,33150,33300,32850,33000,under,8,15,fire-elemental,14,34
Z011,33206,32897,33150,33300,32850,33000,under,8,15,ghost,14,38
Z011,33206,32897,33150,33300,32850,33000,under,8,15,vampire,13,32
Z011,33206,32897,33150,33300,32850,33000,under,8,15,ghoul,11,30
Z011,33206,32897,33150,33300,32850,33000,under,8,15,stalker,10,37
Z011,33206,32897,33150,33300,32850,33000,under,8,15,necromancer,9,18
Z011,33206,32897,33150,33300,32850,33000,under,8,15,flamethrower,6,6
Z011,33206,32897,33150,33300,32850,33000,under,8,15,skeleton,6,18
Z011,33206,32897,33150,33300,32850,33000,under,8,15,larva,4,15
Z011,33206,32897,33150,33300,32850,33000,under,8,15,scarab,4,11
Z011,33206,32897,33150,33300,32850,33000,under,8,15,shredderthrower,4,4
Z011,33206,32897,33150,33300,32850,33000,under,8,15,green-djinn,3,6
Z011,33206,32897,33150,33300,32850,33000,under,8,15,poison-spider,3,11
Z011,33206,32897,33150,33300,32850,33000,under,8,15,behemoth,2,2
Z011,33206,32897,33150,33300,32850,33000,under,8,15,beholder,2,3
Z011,33206,32897,33150,33300,32850,33000,under,8,15,bonebeast,2,2
Z011,33206,32897,33150,33300,32850,33000,under,8,15,dragon,2,3
Z011,33206,32897,33150,33300,32850,33000,under,8,15,fire-devil,2,4
Z011,33206,32897,33150,33300,32850,33000,under,8,15,plaguethrower,2,2
Z011,33206,32897,33150,33300,32850,33000,under,8,15,ashmunrah,1,1
Z011,33206,32897,33150,33300,32850,33000,under,8,15,cobra,1,1
Z011,33206,32897,33150,33300,32850,33000,under,8,15,dragon-lord,1,1
Z011,33206,32897,33150,33300,32850,33000,under,8,15,gargoyle,1,2
Z011,33206,32897,33150,33300,32850,33000,under,8,15,mahrdis,1,1
Z011,33206,32897,33150,33300,32850,33000,under,8,15,omruc,1,1
Z011,33206,32897,33150,33300,32850,33000,under,8,15,scorpion,1,2
Z011,33206,32897,33150,33300,32850,33000,under,8,15,slime,1,1
Z012,33077,32487,33000,33150,32400,32550,under,8,14,demon-skeleton,22,53
Z012,33077,32487,33000,33150,32400,32550,under,8,14,ghoul,21,51
Z012,33077,32487,33000,33150,32400,32550,under,8,14,skeleton,19,49
Z012,33077,32487,33000,33150,32400,32550,under,8,14,rotworm,16,42
Z012,33077,32487,33000,33150,32400,32550,under,8,14,vampire,15,30
Z012,33077,32487,33000,33150,32400,32550,under,8,14,ghost,12,29
Z012,33077,32487,33000,33150,32400,32550,under,8,14,mummy,11,25
Z012,33077,32487,33000,33150,32400,32550,under,8,14,blue-djinn,10,25
Z012,33077,32487,33000,33150,32400,32550,under,8,14,scarab,7,20
Z012,33077,32487,33000,33150,32400,32550,under,8,14,necromancer,6,10
Z012,33077,32487,33000,33150,32400,32550,under,8,14,stalker,6,12
Z012,33077,32487,33000,33150,32400,32550,under,8,14,beholder,5,8
Z012,33077,32487,33000,33150,32400,32550,under,8,14,stone-golem,5,13
Z012,33077,32487,33000,33150,32400,32550,under,8,14,fire-elemental,4,11
Z012,33077,32487,33000,33150,32400,32550,under,8,14,larva,4,8
Z012,33077,32487,33000,33150,32400,32550,under,8,14,marid,4,5
Z012,33077,32487,33000,33150,32400,32550,under,8,14,priestess,4,5
Z012,33077,32487,33000,33150,32400,32550,under,8,14,snake,4,13
Z012,33077,32487,33000,33150,32400,32550,under,8,14,magicthrower,3,3
Z012,33077,32487,33000,33150,32400,32550,under,8,14,gargoyle,2,2
Z012,33077,32487,33000,33150,32400,32550,under,8,14,lion,2,7
Z012,33077,32487,33000,33150,32400,32550,under,8,14,scorpion,2,5
Z012,33077,32487,33000,33150,32400,32550,under,8,14,slime,2,5
Z012,33077,32487,33000,33150,32400,32550,under,8,14,cave-rat,1,3
Z012,33077,32487,33000,33150,32400,32550,under,8,14,hyaena,1,5
Z012,33077,32487,33000,33150,32400,32550,under,8,14,lich,1,1
Z013,32640,32460,32550,32700,32400,32550,under,8,15,banshee,24,24
Z013,32640,32460,32550,32700,32400,32550,under,8,15,dark-monk,24,62
Z013,32640,32460,32550,32700,32400,32550,under,8,15,assassin,20,62
Z013,32640,32460,32550,32700,32400,32550,under,8,15,shadow-wraith,17,17
Z013,32640,32460,32550,32700,32400,32550,under,8,15,ghoul,15,18
Z013,32640,32460,32550,32700,32400,32550,under,8,15,ghost,14,19
Z013,32640,32460,32550,32700,32400,32550,under,8,15,witch,12,25
Z013,32640,32460,32550,32700,32400,32550,under,8,15,necromancer,10,10
Z013,32640,32460,32550,32700,32400,32550,under,8,15,demon-skeleton,9,10
Z013,32640,32460,32550,32700,32400,32550,under,8,15,hunter,4,7
Z013,32640,32460,32550,32700,32400,32550,under,8,15,monk,4,10
Z013,32640,32460,32550,32700,32400,32550,under,8,15,skeleton,4,6
Z013,32640,32460,32550,32700,32400,32550,under,8,15,stalker,4,4
Z013,32640,32460,32550,32700,32400,32550,under,8,15,bonebeast,3,3
Z013,32640,32460,32550,32700,32400,32550,under,8,15,beholder,2,2
Z013,32640,32460,32550,32700,32400,32550,under,8,15,mummy,2,4
Z013,32640,32460,32550,32700,32400,32550,under,8,15,bandit,1,4
Z013,32640,32460,32550,32700,32400,32550,under,8,15,lich,1,1
Z013,32640,32460,32550,32700,32400,32550,under,8,15,stone-golem,1,2
Z013,32640,32460,32550,32700,32400,32550,under,8,15,wild-warrior,1,5
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,lizard-sentinel,19,53
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,lizard-templar,15,36
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,flamingo,14,38
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,centipede,11,37
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,cobra,10,19
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,poison-spider,10,36
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,crocodile,9,18
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,bug,8,23
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,spider,6,21
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,carniphila,5,8
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,elephant,5,12
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,lizard-snakecharmer,5,5
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,snake,5,14
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,wasp,5,15
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,red-butterfly,4,9
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,tarantula,4,9
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,tiger,3,3
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,yellow-butterfly,3,6
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,blue-butterfly,2,11
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,parrot,2,5
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,scarab,2,6
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,skunk,2,4
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,cave-rat,1,2
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,dworc-fleshhunter,1,3
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,dworc-venomsniper,1,2
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,hunter,1,2
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,hydra,1,1
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,larva,1,4
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,panda,1,2
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,slime,1,2
Z014,32932,32776,32850,33000,32700,32850,ground,7,7,swamp-troll,1,4
Z015,32773,32511,32700,32850,32400,32550,under,8,14,shadow-wraith,24,24
Z015,32773,32511,32700,32850,32400,32550,under,8,14,kongra,21,61
Z015,32773,32511,32700,32850,32400,32550,under,8,14,sibang,21,54
Z015,32773,32511,32700,32850,32400,32550,under,8,14,merlkin,15,27
Z015,32773,32511,32700,32850,32400,32550,under,8,14,beholder,14,18
Z015,32773,32511,32700,32850,32400,32550,under,8,14,bonebeast,9,20
Z015,32773,32511,32700,32850,32400,32550,under,8,14,slime,8,22
Z015,32773,32511,32700,32850,32400,32550,under,8,14,gargoyle,5,19
Z015,32773,32511,32700,32850,32400,32550,under,8,14,skeleton,5,15
Z015,32773,32511,32700,32850,32400,32550,under,8,14,efreet,4,5
Z015,32773,32511,32700,32850,32400,32550,under,8,14,ghoul,4,8
Z015,32773,32511,32700,32850,32400,32550,under,8,14,stone-golem,4,10
Z015,32773,32511,32700,32850,32400,32550,under,8,14,elder-beholder,3,4
Z015,32773,32511,32700,32850,32400,32550,under,8,14,green-djinn,3,6
Z015,32773,32511,32700,32850,32400,32550,under,8,14,hydra,2,4
Z015,32773,32511,32700,32850,32400,32550,under,8,14,serpent-spawn,2,5
Z015,32773,32511,32700,32850,32400,32550,under,8,14,banshee,1,1
Z015,32773,32511,32700,32850,32400,32550,under,8,14,carniphila,1,1
Z015,32773,32511,32700,32850,32400,32550,under,8,14,crypt-shambler,1,1
Z016,32185,31275,32100,32250,31200,31350,ground,7,7,demon-skeleton,52,52
Z016,32185,31275,32100,32250,31200,31350,ground,7,7,giant-demon-skeleton,38,38
Z016,32185,31275,32100,32250,31200,31350,ground,7,7,spectre,31,31
Z016,32185,31275,32100,32250,31200,31350,ground,7,7,ghoul,24,24
Z017,32787,32328,32700,32850,32250,32400,under,8,15,demon-skeleton,35,102
Z017,32787,32328,32700,32850,32250,32400,under,8,15,ghoul,27,56
Z017,32787,32328,32700,32850,32250,32400,under,8,15,dragon-lord,20,36
Z017,32787,32328,32700,32850,32250,32400,under,8,15,giant-spider,10,18
